,Married,Age group,Education,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue
1568,0.0,3.0,3.0,2972.0,2444.0,1.0,1.0,4.0,1868.0,1075.0,0.0,0.0
1569,0.0,3.0,3.0,764.0,1027.0,5.0,6.0,0.0,176.0,179.0,0.0,0.0
1570,0.0,3.0,3.0,3755.0,204.0,0.0,0.0,6.0,3606.0,71.0,1.0,29.0
1571,0.0,3.0,3.0,2114.0,1785.0,2.0,5.0,0.0,807.0,452.0,0.0,0.0
1572,0.0,3.0,3.0,8287.0,592.0,0.0,0.0,6.0,7941.0,271.0,1.0,3.0
1573,0.0,3.0,3.0,1430.0,689.0,0.0,1.0,0.0,950.0,386.0,1.0,3.0
1574,0.0,3.0,3.0,2510.0,2591.0,3.0,1.0,0.0,899.0,1510.0,0.0,0.0
1575,0.0,3.0,3.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
1576,0.0,3.0,3.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
1577,0.0,3.0,3.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
1578,0.0,3.0,3.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
1579,0.0,3.0,3.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
1580,0.0,3.0,3.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
1581,0.0,3.0,3.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
1582,0.0,3.0,3.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
1583,0.0,3.0,3.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
1584,0.0,3.0,3.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
1585,0.0,3.0,3.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
1586,0.0,3.0,3.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
1587,0.0,3.0,3.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
1588,0.0,3.0,3.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
1589,0.0,3.0,3.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
1590,0.0,3.0,3.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
1591,0.0,3.0,3.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
1592,0.0,3.0,3.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
1593,0.0,3.0,3.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
1594,0.0,3.0,3.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
1595,0.0,3.0,3.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
1596,0.0,3.0,3.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
1597,0.0,3.0,3.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
1598,0.0,3.0,3.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
1599,0.0,3.0,3.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
1600,1.0,0.0,0.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
1601,1.0,0.0,0.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
1602,1.0,0.0,0.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
1603,1.0,0.0,0.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
1604,1.0,0.0,0.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
1605,1.0,0.0,0.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
1606,1.0,0.0,0.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
1607,1.0,0.0,0.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
1608,1.0,0.0,0.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
1609,1.0,0.0,0.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
1610,1.0,0.0,0.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
1611,1.0,0.0,0.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
1612,1.0,0.0,0.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
1613,1.0,0.0,0.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
1614,1.0,0.0,0.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
1615,1.0,0.0,0.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
1616,1.0,0.0,0.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
1617,1.0,0.0,0.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
1618,1.0,0.0,0.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
1619,1.0,0.0,0.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
1620,1.0,0.0,0.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
1621,1.0,0.0,0.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
1622,1.0,0.0,0.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
1623,1.0,0.0,0.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
1624,1.0,0.0,0.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
1625,1.0,0.0,0.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
1626,1.0,0.0,0.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
1627,1.0,0.0,0.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
1628,1.0,0.0,0.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
1629,1.0,0.0,0.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
1630,1.0,0.0,0.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
1631,1.0,0.0,0.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
1632,1.0,0.0,0.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
1633,1.0,0.0,0.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
1634,1.0,0.0,0.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
1635,1.0,0.0,0.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
1636,1.0,0.0,0.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
1637,1.0,0.0,0.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
1638,1.0,0.0,0.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
1639,1.0,0.0,0.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
1640,1.0,0.0,0.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
1641,1.0,0.0,0.0,416.0,144.0,1.0,6.0,0.0,315.0,52.0,2.0,5.0
1642,1.0,0.0,0.0,2284.0,1827.0,2.0,4.0,0.0,1024.0,462.0,0.0,0.0
1643,1.0,0.0,0.0,1929.0,221.0,0.0,0.0,1.0,1750.0,100.0,0.0,0.0
1644,1.0,0.0,0.0,2082.0,332.0,0.0,1.0,0.0,1877.0,147.0,0.0,0.0
1645,1.0,0.0,0.0,1743.0,264.0,0.0,0.0,3.0,1568.0,72.0,2.0,6.0
1646,1.0,0.0,0.0,2048.0,239.0,0.0,0.0,4.0,1931.0,107.0,1.0,3.0
1647,1.0,0.0,0.0,8875.0,1275.0,1.0,4.0,1.0,8767.0,358.0,0.0,0.0
1648,1.0,0.0,0.0,1592.0,298.0,0.0,0.0,5.0,1396.0,131.0,0.0,0.0
1649,1.0,0.0,0.0,2128.0,252.0,0.0,0.0,4.0,1960.0,92.0,1.0,9.0
1650,1.0,0.0,0.0,2117.0,260.0,0.0,2.0,0.0,1946.0,144.0,0.0,0.0
1651,1.0,0.0,0.0,1888.0,1480.0,2.0,4.0,0.0,545.0,362.0,1.0,2.0
1652,1.0,0.0,0.0,2721.0,2531.0,3.0,4.0,0.0,963.0,577.0,0.0,0.0
1653,1.0,0.0,0.0,228.0,301.0,2.0,6.0,0.0,58.0,67.0,2.0,4.0
1654,1.0,0.0,0.0,1570.0,505.0,0.0,3.0,0.0,1178.0,127.0,1.0,4.0
1655,1.0,0.0,0.0,135.0,209.0,5.0,6.0,0.0,23.0,23.0,1.0,1.0
1656,1.0,0.0,0.0,1923.0,132.0,0.0,3.0,2.0,1838.0,102.0,0.0,0.0
1657,1.0,0.0,0.0,1570.0,141.0,0.0,5.0,0.0,1474.0,79.0,0.0,0.0
1658,1.0,0.0,0.0,2078.0,1479.0,2.0,2.0,3.0,967.0,495.0,1.0,3.0
1659,1.0,0.0,0.0,1823.0,217.0,0.0,4.0,0.0,1690.0,137.0,0.0,0.0
1660,1.0,0.0,0.0,6512.0,548.0,0.0,0.0,0.0,6277.0,319.0,0.0,0.0
1661,1.0,0.0,0.0,1307.0,227.0,0.0,0.0,5.0,1182.0,98.0,1.0,3.0
1662,1.0,0.0,0.0,2142.0,1597.0,1.0,4.0,0.0,1271.0,257.0,0.0,0.0
1663,1.0,0.0,0.0,2523.0,1960.0,1.0,2.0,0.0,1127.0,243.0,0.0,0.0
1664,1.0,0.0,0.0,2846.0,1951.0,1.0,1.0,2.0,2254.0,565.0,0.0,0.0
1665,1.0,0.0,0.0,2312.0,1991.0,3.0,5.0,0.0,774.0,492.0,0.0,0.0
1666,1.0,0.0,0.0,2472.0,1441.0,2.0,3.0,2.0,1727.0,242.0,0.0,0.0
1667,1.0,0.0,0.0,2549.0,378.0,0.0,0.0,2.0,2345.0,173.0,1.0,3.0
1668,1.0,0.0,0.0,2972.0,2444.0,1.0,1.0,4.0,1868.0,1075.0,0.0,0.0
1669,1.0,0.0,0.0,764.0,1027.0,5.0,6.0,0.0,176.0,179.0,0.0,0.0
1670,1.0,0.0,0.0,3755.0,204.0,0.0,0.0,6.0,3606.0,71.0,1.0,29.0
1671,1.0,0.0,0.0,2114.0,1785.0,2.0,5.0,0.0,807.0,452.0,0.0,0.0
1672,1.0,0.0,0.0,8287.0,592.0,0.0,0.0,6.0,7941.0,271.0,1.0,3.0
1673,1.0,0.0,0.0,1430.0,689.0,0.0,1.0,0.0,950.0,386.0,1.0,3.0
1674,1.0,0.0,0.0,2510.0,2591.0,3.0,1.0,0.0,899.0,1510.0,0.0,0.0
1675,1.0,0.0,0.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
1676,1.0,0.0,0.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
1677,1.0,0.0,0.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
1678,1.0,0.0,0.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
1679,1.0,0.0,0.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
1680,1.0,0.0,0.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
1681,1.0,0.0,0.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
1682,1.0,0.0,0.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
1683,1.0,0.0,0.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
1684,1.0,0.0,0.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
1685,1.0,0.0,0.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
1686,1.0,0.0,0.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
1687,1.0,0.0,0.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
1688,1.0,0.0,0.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
1689,1.0,0.0,0.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
1690,1.0,0.0,0.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
1691,1.0,0.0,0.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
1692,1.0,0.0,0.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
1693,1.0,0.0,0.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
1694,1.0,0.0,0.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
1695,1.0,0.0,0.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
1696,1.0,0.0,0.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
1697,1.0,0.0,0.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
1698,1.0,0.0,0.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
1699,1.0,0.0,0.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
1700,1.0,0.0,1.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
1701,1.0,0.0,1.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
1702,1.0,0.0,1.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
1703,1.0,0.0,1.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
1704,1.0,0.0,1.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
1705,1.0,0.0,1.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
1706,1.0,0.0,1.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
1707,1.0,0.0,1.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
1708,1.0,0.0,1.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
1709,1.0,0.0,1.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
1710,1.0,0.0,1.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
1711,1.0,0.0,1.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
1712,1.0,0.0,1.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
1713,1.0,0.0,1.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
1714,1.0,0.0,1.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
1715,1.0,0.0,1.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
1716,1.0,0.0,1.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
1717,1.0,0.0,1.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
1718,1.0,0.0,1.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
1719,1.0,0.0,1.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
1720,1.0,0.0,1.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
1721,1.0,0.0,1.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
1722,1.0,0.0,1.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
1723,1.0,0.0,1.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
1724,1.0,0.0,1.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
1725,1.0,0.0,1.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
1726,1.0,0.0,1.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
1727,1.0,0.0,1.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
1728,1.0,0.0,1.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
1729,1.0,0.0,1.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
1730,1.0,0.0,1.0,1911.0,1350.0,1.0,5.0,0.0,1000.0,330.0,0.0,0.0
1731,1.0,0.0,1.0,60.0,1.0,0.0,6.0,0.0,60.0,1.0,1.0,27.0
1732,1.0,0.0,1.0,9019.0,986.0,0.0,0.0,0.0,8175.0,476.0,1.0,4.0
1733,1.0,0.0,1.0,14722.0,2600.0,0.0,0.0,6.0,13817.0,848.0,1.0,5.0
1734,1.0,0.0,1.0,1101.0,138.0,0.0,0.0,0.0,961.0,70.0,1.0,3.0
1735,1.0,0.0,1.0,9113.0,3438.0,1.0,2.0,0.0,8520.0,524.0,0.0,0.0
1736,1.0,0.0,1.0,13694.0,1744.0,0.0,0.0,6.0,12990.0,630.0,0.0,0.0
1737,1.0,0.0,1.0,1412.0,174.0,0.0,0.0,0.0,1233.0,67.0,2.0,6.0
1738,1.0,0.0,1.0,2035.0,240.0,0.0,0.0,3.0,1862.0,80.0,1.0,11.0
1739,1.0,0.0,1.0,1508.0,152.0,0.0,0.0,0.0,1350.0,67.0,1.0,12.0
1740,1.0,0.0,1.0,7569.0,902.0,0.0,0.0,4.0,7349.0,400.0,0.0,0.0
1741,1.0,0.0,1.0,416.0,144.0,1.0,6.0,0.0,315.0,52.0,2.0,5.0
1742,1.0,0.0,1.0,2284.0,1827.0,2.0,4.0,0.0,1024.0,462.0,0.0,0.0
1743,1.0,0.0,1.0,1929.0,221.0,0.0,0.0,1.0,1750.0,100.0,0.0,0.0
1744,1.0,0.0,1.0,2082.0,332.0,0.0,1.0,0.0,1877.0,147.0,0.0,0.0
1745,1.0,0.0,1.0,1743.0,264.0,0.0,0.0,3.0,1568.0,72.0,2.0,6.0
1746,1.0,0.0,1.0,2048.0,239.0,0.0,0.0,4.0,1931.0,107.0,1.0,3.0
1747,1.0,0.0,1.0,8875.0,1275.0,1.0,4.0,1.0,8767.0,358.0,0.0,0.0
1748,1.0,0.0,1.0,1592.0,298.0,0.0,0.0,5.0,1396.0,131.0,0.0,0.0
1749,1.0,0.0,1.0,2128.0,252.0,0.0,0.0,4.0,1960.0,92.0,1.0,9.0
1750,1.0,0.0,1.0,2117.0,260.0,0.0,2.0,0.0,1946.0,144.0,0.0,0.0
1751,1.0,0.0,1.0,1888.0,1480.0,2.0,4.0,0.0,545.0,362.0,1.0,2.0
1752,1.0,0.0,1.0,2721.0,2531.0,3.0,4.0,0.0,963.0,577.0,0.0,0.0
1753,1.0,0.0,1.0,228.0,301.0,2.0,6.0,0.0,58.0,67.0,2.0,4.0
1754,1.0,0.0,1.0,1570.0,505.0,0.0,3.0,0.0,1178.0,127.0,1.0,4.0
1755,1.0,0.0,1.0,135.0,209.0,5.0,6.0,0.0,23.0,23.0,1.0,1.0
1756,1.0,0.0,1.0,1923.0,132.0,0.0,3.0,2.0,1838.0,102.0,0.0,0.0
1757,1.0,0.0,1.0,1570.0,141.0,0.0,5.0,0.0,1474.0,79.0,0.0,0.0
1758,1.0,0.0,1.0,2078.0,1479.0,2.0,2.0,3.0,967.0,495.0,1.0,3.0
1759,1.0,0.0,1.0,1823.0,217.0,0.0,4.0,0.0,1690.0,137.0,0.0,0.0
1760,1.0,0.0,1.0,6512.0,548.0,0.0,0.0,0.0,6277.0,319.0,0.0,0.0
1761,1.0,0.0,1.0,1307.0,227.0,0.0,0.0,5.0,1182.0,98.0,1.0,3.0
1762,1.0,0.0,1.0,2142.0,1597.0,1.0,4.0,0.0,1271.0,257.0,0.0,0.0
1763,1.0,0.0,1.0,2523.0,1960.0,1.0,2.0,0.0,1127.0,243.0,0.0,0.0
1764,1.0,0.0,1.0,2846.0,1951.0,1.0,1.0,2.0,2254.0,565.0,0.0,0.0
1765,1.0,0.0,1.0,2312.0,1991.0,3.0,5.0,0.0,774.0,492.0,0.0,0.0
1766,1.0,0.0,1.0,2472.0,1441.0,2.0,3.0,2.0,1727.0,242.0,0.0,0.0
1767,1.0,0.0,1.0,2549.0,378.0,0.0,0.0,2.0,2345.0,173.0,1.0,3.0
1768,1.0,0.0,1.0,2972.0,2444.0,1.0,1.0,4.0,1868.0,1075.0,0.0,0.0
1769,1.0,0.0,1.0,764.0,1027.0,5.0,6.0,0.0,176.0,179.0,0.0,0.0
1770,1.0,0.0,1.0,3755.0,204.0,0.0,0.0,6.0,3606.0,71.0,1.0,29.0
1771,1.0,0.0,1.0,2114.0,1785.0,2.0,5.0,0.0,807.0,452.0,0.0,0.0
1772,1.0,0.0,1.0,8287.0,592.0,0.0,0.0,6.0,7941.0,271.0,1.0,3.0
1773,1.0,0.0,1.0,1430.0,689.0,0.0,1.0,0.0,950.0,386.0,1.0,3.0
1774,1.0,0.0,1.0,2510.0,2591.0,3.0,1.0,0.0,899.0,1510.0,0.0,0.0
1775,1.0,0.0,1.0,1127.0,80.0,0.0,0.0,0.0,998.0,56.0,1.0,26.0
1776,1.0,0.0,1.0,2085.0,308.0,0.0,0.0,1.0,1690.0,140.0,1.0,4.0
1777,1.0,0.0,1.0,512.0,595.0,4.0,6.0,0.0,117.0,115.0,1.0,2.0
1778,1.0,0.0,1.0,6287.0,783.0,0.0,0.0,1.0,5668.0,318.0,0.0,0.0
1779,1.0,0.0,1.0,2710.0,1807.0,1.0,3.0,0.0,1516.0,345.0,0.0,0.0
1780,1.0,0.0,1.0,1822.0,572.0,0.0,1.0,3.0,1626.0,158.0,0.0,0.0
1781,1.0,0.0,1.0,1557.0,864.0,1.0,1.0,4.0,1049.0,396.0,1.0,4.0
1782,1.0,0.0,1.0,8454.0,882.0,0.0,0.0,3.0,8117.0,270.0,1.0,4.0
1783,1.0,0.0,1.0,11677.0,1259.0,0.0,0.0,0.0,11350.0,449.0,0.0,0.0
1784,1.0,0.0,1.0,5934.0,388.0,0.0,0.0,6.0,5747.0,243.0,0.0,0.0
1785,1.0,0.0,1.0,1282.0,143.0,0.0,2.0,0.0,1200.0,76.0,1.0,4.0
1786,1.0,0.0,1.0,3909.0,422.0,0.0,0.0,0.0,3606.0,225.0,1.0,3.0
1787,1.0,0.0,1.0,1978.0,211.0,0.0,0.0,3.0,1892.0,100.0,0.0,0.0
1788,1.0,0.0,1.0,1450.0,397.0,0.0,1.0,5.0,1214.0,211.0,0.0,0.0
1789,1.0,0.0,1.0,1700.0,909.0,0.0,3.0,0.0,1193.0,87.0,2.0,6.0
1790,1.0,0.0,1.0,4470.0,435.0,0.0,0.0,6.0,4211.0,176.0,1.0,3.0
1791,1.0,0.0,1.0,11503.0,1762.0,0.0,0.0,3.0,11186.0,614.0,0.0,0.0
1792,1.0,0.0,1.0,1591.0,255.0,0.0,0.0,5.0,1375.0,141.0,1.0,11.0
1793,1.0,0.0,1.0,1471.0,606.0,0.0,5.0,0.0,1035.0,165.0,1.0,3.0
1794,1.0,0.0,1.0,25565.0,39322.0,3.0,2.0,1.0,1975.0,10467.0,0.0,0.0
1795,1.0,0.0,1.0,1406.0,137.0,0.0,0.0,6.0,1262.0,74.0,1.0,7.0
1796,1.0,0.0,1.0,5736.0,515.0,0.0,0.0,6.0,5364.0,204.0,1.0,11.0
1797,1.0,0.0,1.0,2084.0,188.0,0.0,0.0,2.0,2003.0,124.0,0.0,0.0
1798,1.0,0.0,1.0,378.0,71.0,0.0,6.0,0.0,308.0,41.0,1.0,5.0
1799,1.0,0.0,1.0,2003.0,640.0,0.0,2.0,3.0,1596.0,185.0,0.0,0.0
1800,1.0,0.0,2.0,3548.0,288.0,0.0,0.0,0.0,3353.0,186.0,0.0,0.0
1801,1.0,0.0,2.0,462.0,534.0,3.0,6.0,0.0,180.0,189.0,0.0,0.0
1802,1.0,0.0,2.0,1193.0,121.0,0.0,0.0,6.0,1109.0,61.0,1.0,3.0
1803,1.0,0.0,2.0,525.0,94.0,0.0,6.0,0.0,456.0,60.0,0.0,0.0
1804,1.0,0.0,2.0,6186.0,681.0,0.0,0.0,2.0,5911.0,392.0,0.0,0.0
1805,1.0,0.0,2.0,355.0,365.0,2.0,6.0,0.0,112.0,89.0,1.0,2.0
1806,1.0,0.0,2.0,2685.0,2160.0,2.0,3.0,0.0,1127.0,520.0,0.0,0.0
1807,1.0,0.0,2.0,1331.0,146.0,0.0,0.0,0.0,1168.0,89.0,1.0,7.0
1808,1.0,0.0,2.0,2134.0,246.0,0.0,0.0,3.0,2007.0,99.0,1.0,3.0
1809,1.0,0.0,2.0,2246.0,191.0,0.0,0.0,4.0,2145.0,123.0,0.0,0.0
1810,1.0,0.0,2.0,2716.0,2201.0,1.0,1.0,0.0,1532.0,1007.0,0.0,0.0
1811,1.0,0.0,2.0,177.0,36.0,0.0,6.0,0.0,145.0,19.0,1.0,1.0
1812,1.0,0.0,2.0,1671.0,149.0,0.0,0.0,6.0,1574.0,89.0,0.0,0.0
1813,1.0,0.0,2.0,2020.0,231.0,0.0,3.0,0.0,1911.0,149.0,0.0,0.0
1814,1.0,0.0,2.0,385.0,341.0,1.0,6.0,0.0,239.0,110.0,0.0,0.0
1815,1.0,0.0,2.0,1531.0,137.0,0.0,0.0,6.0,1415.0,62.0,1.0,13.0
1816,1.0,0.0,2.0,1816.0,1722.0,2.0,4.0,0.0,318.0,756.0,2.0,5.0
1817,1.0,0.0,2.0,2152.0,203.0,0.0,4.0,2.0,2049.0,143.0,0.0,0.0
1818,1.0,0.0,2.0,417.0,435.0,2.0,6.0,0.0,208.0,160.0,0.0,0.0
1819,1.0,0.0,2.0,188.0,171.0,1.0,6.0,0.0,80.0,47.0,1.0,2.0
1820,1.0,0.0,2.0,351.0,79.0,0.0,6.0,0.0,292.0,23.0,1.0,12.0
1821,1.0,0.0,2.0,1692.0,1554.0,1.0,2.0,0.0,612.0,299.0,1.0,3.0
1822,1.0,0.0,2.0,497.0,677.0,4.0,6.0,0.0,148.0,205.0,0.0,0.0
1823,1.0,0.0,2.0,9402.0,1517.0,0.0,3.0,3.0,9196.0,368.0,0.0,0.0
1824,1.0,0.0,2.0,2232.0,271.0,0.0,0.0,6.0,2025.0,109.0,2.0,6.0
1825,1.0,0.0,2.0,1899.0,224.0,0.0,0.0,2.0,1710.0,84.0,2.0,6.0
1826,1.0,0.0,2.0,1915.0,269.0,0.0,3.0,3.0,1725.0,116.0,1.0,4.0
1827,1.0,0.0,2.0,5777.0,751.0,0.0,0.0,3.0,5534.0,352.0,0.0,0.0
1828,1.0,0.0,2.0,1317.0,129.0,0.0,0.0,0.0,1193.0,82.0,0.0,0.0
1829,1.0,0.0,2.0,475.0,503.0,3.0,6.0,0.0,85.0,130.0,1.0,2.0
